0.207700	126.00
0.207720	124.00
0.207740	125.00
0.207760	126.00
0.207780	126.00
0.207800	125.00
0.207820	125.00
0.207840	126.00
0.207860	126.00
0.207880	125.00
0.207900	125.00
0.207920	125.00
0.207940	125.00
0.207960	126.00
0.207980	126.00
0.208000	126.00
0.208020	126.00
0.208040	126.00
0.208060	126.00
0.208080	126.00
0.208100	125.00
0.208120	125.00
0.208140	125.00
0.208160	125.00
0.208180	125.00
0.208200	125.00
0.208220	125.00
0.208240	125.00
0.208260	125.00
0.208280	125.00
0.208300	125.00
0.208320	125.00
0.208340	125.00
0.208360	125.00
0.208380	125.00
0.208400	125.00
0.208420	126.00
0.208440	126.00
0.208460	126.00
0.208480	126.00
0.208500	125.00
0.208520	125.00
0.208540	125.00
0.208560	125.00
0.208580	125.00
0.208600	125.00
0.208620	125.00
0.208640	125.00
0.208660	125.00
0.208680	126.00
0.208700	126.00
0.208720	126.00
0.208740	126.00
0.208760	126.00
0.208780	126.00
0.208800	125.00
0.208820	125.00
0.208840	125.00
0.208860	125.00
0.208880	125.00
0.208900	125.00
0.208920	126.00
0.208940	126.00
0.208960	126.00
0.208980	125.00
0.209000	125.00
0.209020	125.00
0.209040	125.00
0.209060	126.00
0.209080	125.00
0.209100	125.00
0.209120	125.00
0.209140	125.00
0.209160	126.00
0.209180	125.00
0.209200	125.00
0.209220	125.00
0.209240	125.00
0.209260	126.00
0.209280	126.00
0.209300	126.00
0.209320	126.00
0.209340	126.00
0.209360	126.00
0.209380	126.00
0.209400	125.00
0.209420	125.00
0.209440	125.00
0.209460	125.00
0.209480	125.00
0.209500	125.00
0.209520	125.00
0.209540	125.00
0.209560	125.00
0.209580	125.00
0.209600	125.00
0.209620	125.00
0.209640	125.00
0.209660	126.00
0.209680	126.00
0.209700	126.00
0.209720	125.00
0.209740	125.00
0.209760	125.00
0.209780	126.00
0.209800	125.00
0.209820	125.00
0.209840	125.00
0.209860	126.00
0.209880	126.00
0.209900	126.00
0.209920	126.00
0.209940	126.00
0.209960	126.00
0.209980	126.00
0.210000	125.00
0.210020	125.00
0.210040	125.00
0.210060	126.00
0.210080	126.00
0.210100	125.00
0.210120	125.00
0.210140	125.00
0.210160	126.00
0.210180	126.00
0.210200	126.00
0.210220	125.00
0.210240	124.00
0.210260	125.00
0.210280	125.00
0.210300	125.00
0.210320	125.00
0.210340	125.00
0.210360	125.00
0.210380	125.00
0.210400	125.00
0.210420	125.00
0.210440	125.00
0.210460	126.00
0.210480	127.00
0.210500	126.00
0.210520	125.00
0.210540	125.00
0.210560	126.00
0.210580	127.00
0.210600	126.00
0.210620	125.00
0.210640	125.00
0.210660	126.00
0.210680	127.00
0.210700	126.00
0.210720	125.00
0.210740	125.00
0.210760	125.00
0.210780	126.00
0.210800	126.00
0.210820	125.00
0.210840	125.00
0.210860	126.00
0.210880	126.00
0.210900	126.00
0.210920	125.00
0.210940	125.00
0.210960	125.00
0.210980	126.00
0.211000	125.00
0.211020	125.00
0.211040	125.00
0.211060	126.00
0.211080	126.00
0.211100	125.00
0.211120	124.00
0.211140	124.00
0.211160	126.00
0.211180	126.00
0.211200	126.00
0.211220	124.00
0.211240	124.00
0.211260	125.00
0.211280	126.00
0.211300	126.00
0.211320	125.00
0.211340	125.00
0.211360	126.00
0.211380	126.00
0.211400	126.00
0.211420	125.00
0.211440	125.00
0.211460	126.00
0.211480	127.00
0.211500	126.00
0.211520	124.00
0.211540	124.00
0.211560	126.00
0.211580	127.00
0.211600	127.00
0.211620	125.00
0.211640	124.00
0.211660	124.00
0.211680	124.00
0.211700	122.00
0.211720	120.00
0.211740	123.00
0.211760	134.00
0.211780	147.00
0.211800	158.00
0.211820	159.00
0.211840	143.00
0.211860	108.00
0.211880	61.00
0.211900	24.00
0.211920	22.00
0.211940	70.00
0.211960	154.00
0.211980	233.00
0.212000	255.00
0.212020	239.00
0.212040	169.00
0.212060	88.00
0.212080	23.00
0.212100	0.00
0.212120	0.00
0.212140	22.00
0.212160	103.00
0.212180	197.00
0.212200	255.00
0.212220	255.00
0.212240	207.00
0.212260	119.00
0.212280	41.00
0.212300	0.00
0.212320	0.00
0.212340	0.00
0.212360	45.00
0.212380	121.00
0.212400	201.00
0.212420	254.00
0.212440	255.00
0.212460	216.00
0.212480	152.00
0.212500	93.00
0.212520	48.00
0.212540	21.00
0.212560	12.00
0.212580	23.00
0.212600	53.00
0.212620	93.00
0.212640	131.00
0.212660	159.00
0.212680	178.00
0.212700	190.00
0.212720	193.00
0.212740	184.00
0.212760	163.00
0.212780	136.00
0.212800	112.00
0.212820	93.00
0.212840	80.00
0.212860	72.00
0.212880	75.00
0.212900	87.00
0.212920	108.00
0.212940	129.00
0.212960	146.00
0.212980	158.00
0.213000	165.00
0.213020	166.00
0.213040	159.00
0.213060	145.00
0.213080	129.00
0.213100	114.00
0.213120	104.00
0.213140	99.00
0.213160	97.00
0.213180	100.00
0.213200	108.00
0.213220	120.00
0.213240	131.00
0.213260	139.00
0.213280	144.00
0.213300	146.00
0.213320	145.00
0.213340	141.00
0.213360	133.00
0.213380	124.00
0.213400	117.00
0.213420	113.00
0.213440	112.00
0.213460	112.00
0.213480	114.00
0.213500	119.00
0.213520	125.00
0.213540	131.00
0.213560	134.00
0.213580	135.00
0.213600	135.00
0.213620	134.00
0.213640	132.00
0.213660	128.00
0.213680	124.00
0.213700	121.00
0.213720	120.00
0.213740	120.00
0.213760	120.00
0.213780	121.00
0.213800	123.00
0.213820	126.00
0.213840	129.00
0.213860	130.00
0.213880	129.00
0.213900	129.00
0.213920	129.00
0.213940	129.00
0.213960	127.00
0.213980	125.00
0.214000	123.00
0.214020	123.00
0.214040	124.00
0.214060	124.00
0.214080	124.00
0.214100	125.00
0.214120	126.00
0.214140	127.00
0.214160	128.00
0.214180	127.00
0.214200	127.00
0.214220	127.00
0.214240	127.00
0.214260	126.00
0.214280	125.00
0.214300	124.00
0.214320	125.00
0.214340	125.00
0.214360	125.00
0.214380	124.00
0.214400	125.00
0.214420	126.00
0.214440	127.00
0.214460	128.00
0.214480	127.00
0.214500	126.00
0.214520	126.00
0.214540	127.00
0.214560	126.00
0.214580	125.00
0.214600	125.00
0.214620	125.00
0.214640	126.00
0.214660	125.00
0.214680	125.00
0.214700	125.00
0.214720	126.00
0.214740	127.00
0.214760	127.00
0.214780	126.00
0.214800	126.00
0.214820	126.00
0.214840	127.00
0.214860	127.00
0.214880	126.00
0.214900	125.00
0.214920	125.00
0.214940	126.00
0.214960	126.00
0.214980	126.00
0.215000	126.00
0.215020	126.00
0.215040	126.00
0.215060	126.00
0.215080	125.00
0.215100	126.00
0.215120	126.00
0.215140	127.00
0.215160	126.00
0.215180	126.00
0.215200	125.00
0.215220	125.00
0.215240	126.00
0.215260	126.00
0.215280	126.00
0.215300	125.00
0.215320	125.00
0.215340	126.00
0.215360	126.00
0.215380	126.00
0.215400	125.00
0.215420	125.00
0.215440	126.00
0.215460	126.00
0.215480	126.00
0.215500	126.00
0.215520	126.00
0.215540	126.00
0.215560	126.00
0.215580	125.00
0.215600	125.00
0.215620	125.00
0.215640	126.00
0.215660	126.00
0.215680	126.00
0.215700	125.00
0.215720	125.00
0.215740	126.00
0.215760	126.00
0.215780	126.00
0.215800	126.00
0.215820	126.00
0.215840	126.00
0.215860	126.00
0.215880	126.00
0.215900	126.00
0.215920	126.00
0.215940	126.00
0.215960	126.00
0.215980	125.00
0.216000	125.00
0.216020	125.00
0.216040	125.00
0.216060	125.00
0.216080	125.00
0.216100	125.00
0.216120	125.00
0.216140	125.00
0.216160	126.00
0.216180	126.00
0.216200	126.00
0.216220	125.00
0.216240	125.00
0.216260	125.00
0.216280	125.00
0.216300	125.00
0.216320	126.00
0.216340	126.00
0.216360	126.00
0.216380	126.00
0.216400	126.00
0.216420	126.00
0.216440	126.00
0.216460	126.00
0.216480	126.00
0.216500	125.00
0.216520	126.00
0.216540	126.00
0.216560	126.00
0.216580	126.00
0.216600	126.00
0.216620	126.00
0.216640	126.00
0.216660	125.00
0.216680	125.00
0.216700	125.00
0.216720	125.00
0.216740	126.00
0.216760	126.00
0.216780	126.00
0.216800	126.00
0.216820	126.00
0.216840	126.00
0.216860	126.00
0.216880	126.00
0.216900	126.00
0.216920	126.00
0.216940	127.00
0.216960	127.00
0.216980	126.00
0.217000	126.00
0.217020	126.00
0.217040	126.00
0.217060	126.00
0.217080	126.00
0.217100	125.00
0.217120	125.00
0.217140	125.00
0.217160	126.00
0.217180	126.00
0.217200	126.00
0.217220	126.00
0.217240	126.00
0.217260	125.00
0.217280	125.00
0.217300	125.00
0.217320	125.00
0.217340	126.00
0.217360	126.00
0.217380	126.00
0.217400	126.00
0.217420	126.00
0.217440	126.00
0.217460	126.00
0.217480	126.00
0.217500	126.00
0.217520	126.00
0.217540	126.00
0.217560	126.00
0.217580	126.00
0.217600	126.00
0.217620	126.00
0.217640	125.00
0.217660	125.00
0.217680	126.00
